"Kernel Name","traffic","dpAI","spAI","dpPerf","spPerf","xtime","Block Size","Grid Size","device","intops","intPerf","intAI","targetName","exeArgs","kernelName"
"__omp_offloading_10309_2fc5a19__Z7runTestIlLi256EEvlib_l57",432994643614.08,0.0,0.0,0.0,0.0,9964928.0,"(128, 1, 1)","(1048576, 1, 1)","NVIDIA GeForce RTX 3080",9215934464.0,924837034848.621,2.1359087196305153,"scan-omp","268435456 100","__omp_offloading_10309_2fc5a19__Z7runTestIlLi256EEvlib_l57"
"__omp_offloading_10309_2fc5a19__Z7runTestIcLi256EEvlib_l118",103870192882.24,0.0,0.0,0.0,0.0,5355392.0,"(128, 1, 1)","(1048576, 1, 1)","NVIDIA GeForce RTX 3080",9255780352.0,1728310523674.0837,16.63913848348687,"scan-omp","268435456 100","__omp_offloading_10309_2fc5a19__Z7runTestIcLi256EEvlib_l118"
"__omp_offloading_10309_2fc5a19__Z7runTestIcLi256EEvlib_l118",100495685843.35,0.0,0.0,0.0,0.0,5355392.0,"(128, 1, 1)","(1048576, 1, 1)","NVIDIA GeForce RTX 3080",9255780352.0,1728310523674.0837,17.197857889821538,"scan-omp","268435456 100","__omp_offloading_10309_2fc5a19__Z7runTestIcLi256EEvlib_l118"
"__omp_offloading_10309_2fc5a19__Z7runTestIiLi128EEvlib_l118",361684572649.57,0.0,0.0,0.0,0.0,5990400.0,"(64, 1, 1)","(2097152, 1, 1)","NVIDIA GeForce RTX 3080",9384755200.0,1566632478632.4785,4.331488255514735,"scan-omp","268435456 100","__omp_offloading_10309_2fc5a19__Z7runTestIiLi128EEvlib_l118"
"__omp_offloading_10309_2fc5a19__Z7runTestIiLi128EEvlib_l118",358391196816.32,0.0,0.0,0.0,0.0,5990560.0,"(64, 1, 1)","(2097152, 1, 1)","NVIDIA GeForce RTX 3080",9384755200.0,1566590635933.8691,4.371174989369972,"scan-omp","268435456 100","__omp_offloading_10309_2fc5a19__Z7runTestIiLi128EEvlib_l118"
"__omp_offloading_10309_2fc59cb_main_l222",399555232558.14,0.0006971139597564144,0.0,278535530.31,0.0,220160.0,"(256, 1, 1)","(500, 1, 1)","NVIDIA GeForce RTX 3080",259588261.0,1179089121547.965,2.951004080209095,"sampling-omp","100","__omp_offloading_10309_2fc59cb_main_l222"
"__omp_offloading_10309_2fc59cb_main_l222",402701641266.12,0.0007051283893386251,0.0,283956359.69,0.0,218368.0,"(256, 1, 1)","(500, 1, 1)","NVIDIA GeForce RTX 3080",259588261.0,1188765116683.7632,2.951974849037637,"sampling-omp","100","__omp_offloading_10309_2fc59cb_main_l222"
"__omp_offloading_10309_2fc59cb_main_l190",444838416612.59,0.0,0.0,0.0,0.0,197248.0,"(256, 1, 1)","(1000, 1, 1)","NVIDIA GeForce RTX 3080",446729002.0,2264808778796.236,5.091306627792129,"sampling-omp","100","__omp_offloading_10309_2fc59cb_main_l190"
"__omp_offloading_10309_2fc59cb_main_l190",439281114848.63,0.0,0.0,0.0,0.0,199776.0,"(256, 1, 1)","(1000, 1, 1)","NVIDIA GeForce RTX 3080",446729002.0,2236149497437.1294,5.09047491879471,"sampling-omp","100","__omp_offloading_10309_2fc59cb_main_l190"
"vectorAddGPU(const float *, const float *, float *, int)",710523567310.95,0.0,0.08339980976066672,0.0,59257530344.2035,566208.0,"(256, 1, 1)","(131072, 1, 1)","NVIDIA GeForce RTX 3080",167772160.0,296308353114.0499,0.4170281842099335,"streamOrderedAllocation-cuda","","vectorAddGPU"
"vectorAddGPU(const float *, const float *, float *, int)",709143243852.92,0.0,0.08339140116838933,0.0,59136448733.9918,567424.0,"(256, 1, 1)","(131072, 1, 1)","NVIDIA GeForce RTX 3080",167772160.0,295673358899.1653,0.41694447696168063,"streamOrderedAllocation-cuda","","vectorAddGPU"
"kernel1_read(const char *, unsigned long, unsigned int *, unsigned long *, unsigned long *, unsigned long *, unsigned long *)",730917903626.0,0.0,0.0,0.0,0.0,2940544.0,"(64, 1, 1)","(1024, 1, 1)","NVIDIA GeForce RTX 3080",2416377856.0,821745179123.3186,1.1242646746600882,"memtest-cuda","100","kernel1_read"
"kernel1_read(const char *, unsigned long, unsigned int *, unsigned long *, unsigned long *, unsigned long *, unsigned long *)",730050921746.7,0.0,0.0,0.0,0.0,2942240.0,"(64, 1, 1)","(1024, 1, 1)","NVIDIA GeForce RTX 3080",2416377856.0,821271499265.8655,1.1249509791740466,"memtest-cuda","100","kernel1_read"
"kernel_write(char *, unsigned long, unsigned long)",697476078121.59,0.0,0.0,0.0,0.0,3078688.0,"(64, 1, 1)","(1024, 1, 1)","NVIDIA GeForce RTX 3080",3221880832.0,1046510991695.1637,1.5004256411396621,"memtest-cuda","100","kernel_write"
"kernel_write(char *, unsigned long, unsigned long)",701319532442.55,0.0,0.0,0.0,0.0,3060672.0,"(64, 1, 1)","(1024, 1, 1)","NVIDIA GeForce RTX 3080",3221880832.0,1052671057859.189,1.5009863680724171,"memtest-cuda","100","kernel_write"
"kernel5_move(char *, unsigned long)",55941909527.38,0.0,0.0,0.0,0.0,78654688.0,"(64, 1, 1)","(65536, 1, 1)","NVIDIA GeForce RTX 3080",304824320.0,3875475546.988375,0.06927678335848685,"memtest-cuda","100","kernel5_move"
"kernel5_move(char *, unsigned long)",55916936130.88,0.0,0.0,0.0,0.0,78654848.0,"(64, 1, 1)","(65536, 1, 1)","NVIDIA GeForce RTX 3080",304824320.0,3875467663.480832,0.06930758249003229,"memtest-cuda","100","kernel5_move"
"kernel5_check(const char *, unsigned long, unsigned int *, unsigned long *, unsigned long *, unsigned long *, unsigned long *)",742905462951.7,0.0,0.0,0.0,0.0,2893088.0,"(64, 1, 1)","(65536, 1, 1)","NVIDIA GeForce RTX 3080",2185232384.0,755328695152.0312,1.0167224940720876,"memtest-cuda","100","kernel5_check"
"kernel5_check(const char *, unsigned long, unsigned int *, unsigned long *, unsigned long *, unsigned long *, unsigned long *)",742754966306.91,0.0,0.0,0.0,0.0,2920480.0,"(64, 1, 1)","(65536, 1, 1)","NVIDIA GeForce RTX 3080",2185232384.0,748244255738.7827,1.0073904446027016,"memtest-cuda","100","kernel5_check"
"kernel_read_write(char *, unsigned long, unsigned long, unsigned long, unsigned int *, unsigned long *, unsigned long *, unsigned long *, unsigned long *)",687599282639.89,0.0,0.0,0.0,0.0,6245120.0,"(64, 1, 1)","(1024, 1, 1)","NVIDIA GeForce RTX 3080",2684747776.0,429895306415.24896,0.6252119763196351,"memtest-cuda","100","kernel_read"
"kernel_read_write(char *, unsigned long, unsigned long, unsigned long, unsigned int *, unsigned long *, unsigned long *, unsigned long *, unsigned long *)",688667590340.43,0.0,0.0,0.0,0.0,6235968.0,"(64, 1, 1)","(1024, 1, 1)","NVIDIA GeForce RTX 3080",2684747776.0,430526227203.21844,0.6251582523150186,"memtest-cuda","100","kernel_read"
"kernel0_write(char *, unsigned long)",285004566210.05,0.0,0.0,0.0,0.0,7008.0,"(64, 1, 1)","(1024, 1, 1)","NVIDIA GeForce RTX 3080",832476.0,118789383561.64383,0.41679817674954506,"memtest-cuda","100","kernel0_write"
"kernel0_write(char *, unsigned long)",114660550458.72,0.0,0.0,0.0,0.0,6976.0,"(64, 1, 1)","(1024, 1, 1)","NVIDIA GeForce RTX 3080",832476.0,119334288990.82568,1.040761521843455,"memtest-cuda","100","kernel0_write"
"kernel5_init(char *, unsigned long)",166856788226.46,0.0,0.0,0.0,0.0,18201632.0,"(64, 1, 1)","(65536, 1, 1)","NVIDIA GeForce RTX 3080",297795584.0,16360927635.499935,0.09805371306377234,"memtest-cuda","100","kernel5_init"
"kernel5_init(char *, unsigned long)",166724325845.17,0.0,0.0,0.0,0.0,18197600.0,"(64, 1, 1)","(65536, 1, 1)","NVIDIA GeForce RTX 3080",297795584.0,16364552688.266584,0.09815335947715073,"memtest-cuda","100","kernel5_init"
"kernel0_read(const char *, unsigned long, unsigned int *, unsigned long *, unsigned long *, unsigned long *, unsigned long *)",111957173447.54,0.0,0.0,0.0,0.0,14944.0,"(64, 1, 1)","(1024, 1, 1)","NVIDIA GeForce RTX 3080",912348.0,61051124197.00214,0.5453078379618881,"memtest-cuda","100","kernel0_read"
"kernel0_read(const char *, unsigned long, unsigned int *, unsigned long *, unsigned long *, unsigned long *, unsigned long *)",77646532438.48,0.0,0.0,0.0,0.0,14304.0,"(64, 1, 1)","(1024, 1, 1)","NVIDIA GeForce RTX 3080",912348.0,63782718120.80537,0.8214496657830915,"memtest-cuda","100","kernel0_read"
"kernel_read_write(char *, unsigned long, unsigned long, unsigned long, unsigned int *, unsigned long *, unsigned long *, unsigned long *, unsigned long *)",687622404917.4,0.0,0.0,0.0,0.0,6247200.0,"(64, 1, 1)","(1024, 1, 1)","NVIDIA GeForce RTX 3080",2684747776.0,429752173133.5638,0.6249827958779024,"memtest-cuda","100","kernel_read_write"
"kernel_read_write(char *, unsigned long, unsigned long, unsigned long, unsigned int *, unsigned long *, unsigned long *, unsigned long *, unsigned long *)",686090075215.56,0.0,0.0,0.0,0.0,6279552.0,"(64, 1, 1)","(1024, 1, 1)","NVIDIA GeForce RTX 3080",2684747776.0,427538107177.07245,0.6231515694826891,"memtest-cuda","100","kernel_read_write"
"kernel1_write(char *, unsigned long)",703178752973.98,0.0,0.0,0.0,0.0,3053152.0,"(64, 1, 1)","(1024, 1, 1)","NVIDIA GeForce RTX 3080",2416574464.0,791501524981.3961,1.1256050067409877,"memtest-cuda","100","kernel1_write"
"kernel1_write(char *, unsigned long)",705449429097.61,0.0,0.0,0.0,0.0,3040800.0,"(64, 1, 1)","(1024, 1, 1)","NVIDIA GeForce RTX 3080",2416574464.0,794716674559.3264,1.1265395388807735,"memtest-cuda","100","kernel1_write"
"__omp_offloading_10309_2f0864b__ZL12calc_wl_coaxiiPK7fbase_tPiS2_S2_P6fparamS2__l790",371003482.11,0.0,0.0,0.0,0.0,101088.0,"(256, 1, 1)","(14825, 1, 1)","NVIDIA GeForce RTX 3080",167060177.0,1652621250791.3896,4454.462910678016,"frna-omp","../prna-cuda/HIV1-NL43.seq  hiv1-nl43.out","__omp_offloading_10309_2f0864b__ZL12calc_wl_coaxiiPK7fbase_tPiS2_S2_P6fparamS2__l790"
"__omp_offloading_10309_2f0864b__ZL12calc_wl_coaxiiPK7fbase_tPiS2_S2_P6fparamS2__l790",28005068102.63,0.0,0.0,0.0,0.0,101024.0,"(256, 1, 1)","(14825, 1, 1)","NVIDIA GeForce RTX 3080",167087077.0,1653934480915.426,59.05839881746627,"frna-omp","../prna-cuda/HIV1-NL43.seq  hiv1-nl43.out","__omp_offloading_10309_2f0864b__ZL12calc_wl_coaxiiPK7fbase_tPiS2_S2_P6fparamS2__l790"
"__omp_offloading_10309_2f0864b__ZL26calc_V_hairpin_and_V_stackiiPK7fbase_tPiP6fparam_l330",14516868653.78,0.0,0.3663786619536637,0.0,5318670913.129,97696.0,"(1, 1, 1)","(14825, 1, 1)","NVIDIA GeForce RTX 3080",1126710.0,11532816082.541761,0.7944424074911478,"frna-omp","../prna-cuda/HIV1-NL43.seq  hiv1-nl43.out","__omp_offloading_10309_2f0864b__ZL26calc_V_hairpin_and_V_stackiiPK7fbase_tPiP6fparam_l330"
"__omp_offloading_10309_2f0864b__ZL26calc_V_hairpin_and_V_stackiiPK7fbase_tPiP6fparam_l330",18009140008.31,0.0,0.36307867433407787,0.0,6538734680.113999,77024.0,"(1, 1, 1)","(14825, 1, 1)","NVIDIA GeForce RTX 3080",948818.0,12318472164.52015,0.6840122381655097,"frna-omp","../prna-cuda/HIV1-NL43.seq  hiv1-nl43.out","__omp_offloading_10309_2f0864b__ZL26calc_V_hairpin_and_V_stackiiPK7fbase_tPiP6fparam_l330"
"__omp_offloading_10309_2f0864b__ZL12calc_coaxialiiPK7fbase_tPiPKiS4_S4_P6fparam_l672",682589928.06,0.0,0.0,0.0,0.0,111200.0,"(256, 1, 1)","(14825, 1, 1)","NVIDIA GeForce RTX 3080",307458747.0,2764916789568.345,4050.6264096608643,"frna-omp","../prna-cuda/HIV1-NL43.seq  hiv1-nl43.out","__omp_offloading_10309_2f0864b__ZL12calc_coaxialiiPK7fbase_tPiPKiS4_S4_P6fparam_l672"
"__omp_offloading_10309_2f0864b__ZL12calc_coaxialiiPK7fbase_tPiPKiS4_S4_P6fparam_l672",603383997.71,0.0,0.0,0.0,0.0,111584.0,"(256, 1, 1)","(14825, 1, 1)","NVIDIA GeForce RTX 3080",307468987.0,2755493502652.71,4566.732815438473,"frna-omp","../prna-cuda/HIV1-NL43.seq  hiv1-nl43.out","__omp_offloading_10309_2f0864b__ZL12calc_coaxialiiPK7fbase_tPiPKiS4_S4_P6fparam_l672"
"__omp_offloading_10309_2f0864b__ZL15calc_V_exterioriiPK7fbase_tPiPKiS4_P6fparam_l509",355805243.45,0.0,0.0,0.0,0.0,34176.0,"(1, 1, 1)","(14825, 1, 1)","NVIDIA GeForce RTX 3080",266905.0,7809720271.535581,21.94942434183956,"frna-omp","../prna-cuda/HIV1-NL43.seq  hiv1-nl43.out","__omp_offloading_10309_2f0864b__ZL15calc_V_exterioriiPK7fbase_tPiPKiS4_P6fparam_l509"
"__omp_offloading_10309_2f0864b__ZL15calc_V_exterioriiPK7fbase_tPiPKiS4_P6fparam_l509",355805243.45,0.0,0.0,0.0,0.0,34176.0,"(1, 1, 1)","(14825, 1, 1)","NVIDIA GeForce RTX 3080",266905.0,7809720271.535581,21.94942434183956,"frna-omp","../prna-cuda/HIV1-NL43.seq  hiv1-nl43.out","__omp_offloading_10309_2f0864b__ZL15calc_V_exterioriiPK7fbase_tPiPKiS4_P6fparam_l509"
"__omp_offloading_10309_2f0864b__ZL6calc_WiiPK7fbase_tPiS2_P6fparam_l543",786579683.13,0.0,0.0,0.0,0.0,34336.0,"(1, 1, 1)","(14825, 1, 1)","NVIDIA GeForce RTX 3080",266939.0,7774318499.534016,9.883701125610099,"frna-omp","../prna-cuda/HIV1-NL43.seq  hiv1-nl43.out","__omp_offloading_10309_2f0864b__ZL6calc_WiiPK7fbase_tPiS2_P6fparam_l543"
"__omp_offloading_10309_2f0864b__ZL6calc_WiiPK7fbase_tPiS2_P6fparam_l543",28361266294.23,0.0,0.0,0.0,0.0,34368.0,"(1, 1, 1)","(14825, 1, 1)","NVIDIA GeForce RTX 3080",266950.0,7767399906.89013,0.27387352265263204,"frna-omp","../prna-cuda/HIV1-NL43.seq  hiv1-nl43.out","__omp_offloading_10309_2f0864b__ZL6calc_WiiPK7fbase_tPiS2_P6fparam_l543"
"__omp_offloading_10309_2f0864b__ZL14calc_w5_and_w3iiPK7fbase_tPiS2_S2_P6fparamPKi_l854",6150943396.23,0.0,0.0,0.0,0.0,6784.0,"(256, 1, 1)","(1, 1, 1)","NVIDIA GeForce RTX 3080",30723.0,4528744103.773584,0.7362682131897549,"frna-omp","../prna-cuda/HIV1-NL43.seq  hiv1-nl43.out","__omp_offloading_10309_2f0864b__ZL14calc_w5_and_w3iiPK7fbase_tPiS2_S2_P6fparamPKi_l854"
"__omp_offloading_10309_2f0864b__ZL14calc_w5_and_w3iiPK7fbase_tPiS2_S2_P6fparamPKi_l854",6211538461.54,0.0,0.0,0.0,0.0,6656.0,"(256, 1, 1)","(1, 1, 1)","NVIDIA GeForce RTX 3080",30723.0,4615835336.538462,0.7431066176468748,"frna-omp","../prna-cuda/HIV1-NL43.seq  hiv1-nl43.out","__omp_offloading_10309_2f0864b__ZL14calc_w5_and_w3iiPK7fbase_tPiS2_S2_P6fparamPKi_l854"
"__omp_offloading_10309_2f0864b__ZL18calc_V_multibranchiiPK7fbase_tPiPKiP6fparam_l470",397003745.32,0.0,0.0,0.0,0.0,34176.0,"(1, 1, 1)","(14825, 1, 1)","NVIDIA GeForce RTX 3080",266926.0,7810334737.827716,19.673201650861735,"frna-omp","../prna-cuda/HIV1-NL43.seq  hiv1-nl43.out","__omp_offloading_10309_2f0864b__ZL18calc_V_multibranchiiPK7fbase_tPiPKiP6fparam_l470"
"__omp_offloading_10309_2f0864b__ZL18calc_V_multibranchiiPK7fbase_tPiPKiP6fparam_l470",28029990627.93,0.0,0.0,0.0,0.0,34144.0,"(1, 1, 1)","(14825, 1, 1)","NVIDIA GeForce RTX 3080",266926.0,7817654639.175257,0.27890321987426886,"frna-omp","../prna-cuda/HIV1-NL43.seq  hiv1-nl43.out","__omp_offloading_10309_2f0864b__ZL18calc_V_multibranchiiPK7fbase_tPiPKiP6fparam_l470"
"__omp_offloading_10309_2f0864b__ZL21calc_V_bulge_internaliiPK7fbase_tPiP6fparam_l391",364211191.91,0.0,0.0,0.0,0.0,101216.0,"(256, 1, 1)","(14825, 1, 1)","NVIDIA GeForce RTX 3080",197384658.0,1950132963167.8787,5354.401529895255,"frna-omp","../prna-cuda/HIV1-NL43.seq  hiv1-nl43.out","__omp_offloading_10309_2f0864b__ZL21calc_V_bulge_internaliiPK7fbase_tPiP6fparam_l391"
"__omp_offloading_10309_2f0864b__ZL21calc_V_bulge_internaliiPK7fbase_tPiP6fparam_l391",363063346.99,0.0,0.0,0.0,0.0,101536.0,"(256, 1, 1)","(14825, 1, 1)","NVIDIA GeForce RTX 3080",197396434.0,1944102919161.6765,5354.720974395754,"frna-omp","../prna-cuda/HIV1-NL43.seq  hiv1-nl43.out","__omp_offloading_10309_2f0864b__ZL21calc_V_bulge_internaliiPK7fbase_tPiP6fparam_l391"
"__omp_offloading_10309_2f0864b__ZL14init_w5_and_w3iPiS__l911",1476190476.19,0.0,0.0,0.0,0.0,2688.0,"(256, 1, 1)","(58, 1, 1)","NVIDIA GeForce RTX 3080",534248.0,198752976190.47617,134.63911290326922,"frna-omp","../prna-cuda/HIV1-NL43.seq  hiv1-nl43.out","__omp_offloading_10309_2f0864b__ZL14init_w5_and_w3iPiS__l911"
"__omp_offloading_10309_2f0864b__ZL7calc_WMiiPK7fbase_tPiS2_P6fparam_l607",10628350016.14,0.0,0.0,0.0,0.0,99104.0,"(256, 1, 1)","(14825, 1, 1)","NVIDIA GeForce RTX 3080",155645670.0,1570528636583.7908,147.76786934931738,"frna-omp","../prna-cuda/HIV1-NL43.seq  hiv1-nl43.out","__omp_offloading_10309_2f0864b__ZL7calc_WMiiPK7fbase_tPiS2_P6fparam_l607"
"__omp_offloading_10309_2f0864b__ZL7calc_WMiiPK7fbase_tPiS2_P6fparam_l607",10199356913.18,0.0,0.0,0.0,0.0,99520.0,"(256, 1, 1)","(14825, 1, 1)","NVIDIA GeForce RTX 3080",155665446.0,1564162439710.6108,153.35892772703542,"frna-omp","../prna-cuda/HIV1-NL43.seq  hiv1-nl43.out","__omp_offloading_10309_2f0864b__ZL7calc_WMiiPK7fbase_tPiS2_P6fparam_l607"
"__omp_offloading_10309_2f042e2__Z6renderPhiiiPK7_SphereRK6_Plane_l303",382598211.59,0.0,7041.752642672138,0.0,2694161967545.516,318496.0,"(256, 1, 1)","(256, 1, 1)","NVIDIA GeForce RTX 3080",285347687.0,895922356952.6775,2341.6794167160565,"aobench-omp","100","__omp_offloading_10309_2f042e2__Z6renderPhiiiPK7_SphereRK6_Plane_l303"
"__omp_offloading_10309_2f042e2__Z6renderPhiiiPK7_SphereRK6_Plane_l303",171779141.1,0.0,15699.589709430447,0.0,2696862035908.361,318176.0,"(256, 1, 1)","(256, 1, 1)","NVIDIA GeForce RTX 3080",285347687.0,896823415342.4519,5220.793453731222,"aobench-omp","100","__omp_offloading_10309_2f042e2__Z6renderPhiiiPK7_SphereRK6_Plane_l303"
"QTC_device(float *, char *, char *, int *, int *, int *, float *, int *, int, int, int, float, int, int, int)",1884954297.36,0.0,0.6034392995521324,0.0,1137455500.8867002,3892992.0,"(64, 1, 1)","(576, 1, 1)","NVIDIA GeForce RTX 3080",1290230224.0,331423805648.7144,175.8259105342208,"qtclustering-cuda","--Verbose","QTC_device"
"QTC_device(float *, char *, char *, int *, int *, int *, float *, int *, int, int, int, float, int, int, int)",1810991946.19,0.0,0.6122219327330337,0.0,1108728989.4604,3929568.0,"(64, 1, 1)","(576, 1, 1)","NVIDIA GeForce RTX 3080",1132306623.0,288150408136.46686,159.11192136590296,"qtclustering-cuda","--Verbose","QTC_device"
"update_clustered_pnts_mask(char *, char *, int)",28171651495.45,0.0,0.0,0.0,0.0,24608.0,"(64, 1, 1)","(1, 1, 1)","NVIDIA GeForce RTX 3080",33024.0,1342002600.7802339,0.04763663220088395,"qtclustering-cuda","--Verbose","update_clustered_pnts_mask"
"update_clustered_pnts_mask(char *, char *, int)",487046632.12,0.0,0.0,0.0,0.0,24704.0,"(64, 1, 1)","(1, 1, 1)","NVIDIA GeForce RTX 3080",33024.0,1336787564.7668393,2.7446808510883565,"qtclustering-cuda","--Verbose","update_clustered_pnts_mask"
"trim_ungrouped_pnts_indr_array(int, int *, float *, int *, char *, char *, int *, int *, float *, int *, int, int, int, float)",78390826.21,0.0,0.0,0.0,0.0,1361792.0,"(64, 1, 1)","(1, 1, 1)","NVIDIA GeForce RTX 3080",2106483.0,1546846361.2651563,19.732492130154785,"qtclustering-cuda","--Verbose","trim_ungrouped_pnts_indr_array"
"trim_ungrouped_pnts_indr_array(int, int *, float *, int *, char *, char *, int *, int *, float *, int *, int, int, int, float)",128790589.03,0.0,0.0,0.0,0.0,1520608.0,"(64, 1, 1)","(1, 1, 1)","NVIDIA GeForce RTX 3080",2364959.0,1555271970.1593046,12.075975285717696,"qtclustering-cuda","--Verbose","trim_ungrouped_pnts_indr_array"
"compute_degrees(int *, int *, int, int)",319768953068.59,0.0,0.0,0.0,0.0,8864.0,"(64, 1, 1)","(576, 1, 1)","NVIDIA GeForce RTX 3080",2289664.0,258310469314.0794,0.8078034682080976,"qtclustering-cuda","--Verbose","compute_degrees"
"reduce_card_device(int *, int)",149204607.79,0.0,0.0,0.0,0.0,58336.0,"(1, 1, 1)","(1, 1, 1)","NVIDIA GeForce RTX 3080",1175.0,20141936.36862315,0.13499540441118404,"qtclustering-cuda","--Verbose","reduce_card_device"
"reduce_card_device(int *, int)",148552703.44,0.0,0.0,0.0,0.0,58592.0,"(1, 1, 1)","(1, 1, 1)","NVIDIA GeForce RTX 3080",1173.0,20019797.924631346,0.13476562500067382,"qtclustering-cuda","--Verbose","reduce_card_device"
"__omp_offloading_10309_2f04339__Z9compute_iiPKfS0_Pi_l306",690972544683.99,0.0,5.083446433028506,0.0,3512521917594.4585,173664.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",304097176.0,1751066288925.7415,2.534205305836827,"atan2-omp","10000000 100","__omp_offloading_10309_2f04339__Z9compute_iiPKfS0_Pi_l306"
"__omp_offloading_10309_2f04339__Z9compute_iiPKfS0_Pi_l306",690424889543.45,0.0,5.0828033714444105,0.0,3509293956300.582,173824.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",304097176.0,1749454482695.1396,2.5338809611165427,"atan2-omp","10000000 100","__omp_offloading_10309_2f04339__Z9compute_iiPKfS0_Pi_l306"
"__omp_offloading_10309_2f04339__Z9compute_siPKfS0_Ps_l289",693786914235.19,0.0,3.6838645372164778,0.0,2555817009735.866,144768.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",304097176.0,2100582835985.853,3.027706047614739,"atan2-omp","10000000 100","__omp_offloading_10309_2f04339__Z9compute_siPKfS0_Ps_l289"
"__omp_offloading_10309_2f04339__Z9compute_siPKfS0_Ps_l289",697396502103.17,0.0,3.670471955778889,0.0,2559774303027.9785,144544.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",304097176.0,2103838111578.4812,3.0167029878036984,"atan2-omp","10000000 100","__omp_offloading_10309_2f04339__Z9compute_siPKfS0_Ps_l289"
"__omp_offloading_10309_2f04339__Z9compute_fiPKfS0_Pf_l269",686674981658.11,0.0,7.429070029487436,0.0,5101356526235.1,174464.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",214097176.0,1227171084005.8694,1.7871207147268227,"atan2-omp","10000000 100","__omp_offloading_10309_2f04339__Z9compute_fiPKfS0_Pf_l269"
"__omp_offloading_10309_2f04339__Z9compute_fiPKfS0_Pf_l269",684537378906.96,0.0,7.426378014242797,0.0,5083633340642.038,175072.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",214097176.0,1222909294461.707,1.7864755558190208,"atan2-omp","10000000 100","__omp_offloading_10309_2f04339__Z9compute_fiPKfS0_Pf_l269"
"__omp_offloading_10309_2fc5856_main_l65",696222727524.82,0.0,0.2505785015534843,0.0,174458447810.6492,576992.0,"(256, 1, 1)","(16384, 1, 1)","NVIDIA GeForce RTX 3080",348143616.0,603376850978.8698,0.8666434276340967,"rng-wallace-omp","100","__omp_offloading_10309_2fc5856_main_l65"
"__omp_offloading_10309_2fc5856_main_l65",697053694253.38,0.0,0.25033393449725366,0.0,174496193838.2943,576896.0,"(256, 1, 1)","(16384, 1, 1)","NVIDIA GeForce RTX 3080",348143616.0,603477257599.2899,0.8657543351028064,"rng-wallace-omp","100","__omp_offloading_10309_2fc5856_main_l65"
"ReluGrad_impl2(const __half *, const __half *, __half *, int)",688533036377.13,0.0,0.0,0.0,0.0,86208.0,"(256, 1, 1)","(4883, 1, 1)","NVIDIA GeForce RTX 3080",13750336.0,159501855976.2435,0.23165461575452945,"relu-cuda","10000000 100000","ReluGrad_impl2"
"ReluGrad_impl2(const __half *, const __half *, __half *, int)",693359281437.13,0.0,0.0,0.0,0.0,85504.0,"(256, 1, 1)","(4883, 1, 1)","NVIDIA GeForce RTX 3080",13750336.0,160815119760.47903,0.23193620402276371,"relu-cuda","10000000 100000","ReluGrad_impl2"
"ReluGrad_impl1(const __half *, const __half *, __half *, int)",690774935113.09,0.0,0.0,0.0,0.0,86304.0,"(256, 1, 1)","(19532, 1, 1)","NVIDIA GeForce RTX 3080",100001536.0,1158712643678.161,1.6774097969962716,"relu-cuda","10000000 100000","ReluGrad_impl1"
"ReluGrad_impl1(const __half *, const __half *, __half *, int)",689994793603.57,0.0,0.0,0.0,0.0,86048.0,"(256, 1, 1)","(19532, 1, 1)","NVIDIA GeForce RTX 3080",100001536.0,1162159910747.4897,1.684302434628511,"relu-cuda","10000000 100000","ReluGrad_impl1"
